Tip_Label,In,Aq,Vt,Ca,Ne,Fr,SETe,Herb,TrophicLevel,TrophicNiche,ForagingNiche,BLFamilyLatin,final_family
Leptotila_pallida,10,0,0,0,0,20,70,0,Herbivore,Granivore,Granivore ground,Columbidae,Columbidae
Leptotila_plumbeiceps,10,0,0,0,0,20,70,0,Herbivore,Granivore,Granivore ground,Columbidae,Columbidae
Leptotila_rufaxilla,10,0,0,0,0,10,80,0,Herbivore,Granivore,Granivore ground,Columbidae,Columbidae
Leptotila_verreauxi,20,0,0,0,0,20,60,0,Herbivore,Granivore,Granivore ground,Columbidae,Columbidae
Leptotila_wellsi,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore ground,Columbidae,Columbidae
Lerwa_lerwa,0,0,0,0,0,0,20,80,Herbivore,Herbivore terrestrial,Herbivore ground,Phasianidae,Phasianidae
Lesbia_nuna,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Lesbia_victoriae,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Lessonia_oreas,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Generalist,Tyrannidae,Tyrannidae
Lessonia_rufa,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Tyrannidae
Leucippus_baeri,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Leucippus_chlorocercus,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Leucippus_fallax,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Leucippus_taczanowskii,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Leucochloris_albicollis,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Leucopeza_semperi,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore ground,Parulidae,Parulidae
Leucophaeus_scoresbii,0,20,30,50,0,0,0,0,Omnivore,Omnivore,NA,Laridae,Laridae
Leucopsar_rothschildi,30,0,10,0,0,30,30,0,Omnivore,Omnivore,NA,Sturnidae,Sturnidae
Leucopternis_albicollis,20,20,60,0,0,0,0,0,Carnivore,Vertivore,Vertivore perch,Accipitridae,Accipitridae
Leucopternis_kuhli,0,0,100,0,0,0,0,0,Carnivore,Vertivore,Vertivore perch,Accipitridae,Accipitridae
Leucopternis_lacernulatus,30,0,70,0,0,0,0,0,Carnivore,Vertivore,Vertivore perch,Accipitridae,Accipitridae
Leucopternis_melanops,0,0,100,0,0,0,0,0,Carnivore,Vertivore,Vertivore perch,Accipitridae,Accipitridae
Leucopternis_occidentalis,40,0,60,0,0,0,0,0,Carnivore,Vertivore,Vertivore perch,Accipitridae,Accipitridae
Leucopternis_plumbeus,30,0,70,0,0,0,0,0,Carnivore,Vertivore,Vertivore perch,Accipitridae,Accipitridae
Leucopternis_polionotus,0,0,100,0,0,0,0,0,Carnivore,Vertivore,Vertivore perch,Accipitridae,Accipitridae
Leucopternis_princeps,0,0,100,0,0,0,0,0,Carnivore,Vertivore,Vertivore perch,Accipitridae,Accipitridae
Leucopternis_schistaceus,0,0,100,0,0,0,0,0,Carnivore,Vertivore,Vertivore perch,Accipitridae,Accipitridae
Leucopternis_semiplumbeus,10,0,90,0,0,0,0,0,Carnivore,Vertivore,Vertivore perch,Accipitridae,Accipitridae
Leucosarcia_melanoleuca,20,0,0,0,0,40,40,0,Herbivore,Omnivore,NA,Columbidae,Columbidae
Leucosticte_arctoa,20,0,0,0,0,0,30,50,Herbivore,Omnivore,NA,Fringillidae,Fringillidae
Leucosticte_atrata,50,0,0,0,0,0,50,0,Omnivore,Omnivore,NA,Fringillidae,Fringillidae
Leucosticte_australis,20,0,0,0,0,0,80,0,Herbivore,Granivore,Granivore ground,Fringillidae,Fringillidae
Leucosticte_brandti,0,0,0,0,0,10,60,30,Herbivore,Granivore,Granivore ground,Fringillidae,Fringillidae
Leucosticte_nemoricola,20,0,0,0,0,0,80,0,Herbivore,Granivore,Granivore ground,Fringillidae,Fringillidae
Leucosticte_sillemi,20,0,0,0,0,0,60,20,,Granivore,,Fringillidae,Fringillidae
Leucosticte_tephrocotis,20,0,0,0,0,0,50,30,Herbivore,Omnivore,NA,Fringillidae,Fringillidae
Lewinia_mirifica,10,60,10,0,0,0,0,20,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Rallidae
Lewinia_muelleri,60,10,20,0,0,0,0,10,,Invertivore,,Rallidae,Rallidae
Lewinia_pectoralis,10,60,10,0,0,0,0,20,Carnivore,Aquatic predator,Aquatic ground,Rallidae,Rallidae
Lichenostomus_chrysops,20,0,0,0,40,20,20,0,Herbivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_cratitius,40,0,0,0,30,20,10,0,Omnivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_fasciogularis,50,0,0,0,40,10,0,0,Omnivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_flavescens,30,0,0,0,60,10,0,0,Herbivore,Nectarivore,Nectarivore glean,Meliphagidae,Meliphagidae
Lichenostomus_flavicollis,40,0,0,0,30,20,10,0,Omnivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_flavus,30,0,0,0,40,30,0,0,Herbivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_frenatus,40,0,0,0,30,30,0,0,Omnivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_fuscus,60,0,0,0,30,10,0,0,Omnivore,Invertivore,Invertivore glean arboreal,Meliphagidae,Meliphagidae
Lichenostomus_hindwoodi,20,0,0,0,40,30,0,10,Herbivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_keartlandi,60,0,0,0,30,10,0,0,Omnivore,Invertivore,Invertivore glean arboreal,Meliphagidae,Meliphagidae
Lichenostomus_leucotis,60,0,0,0,30,10,0,0,Omnivore,Invertivore,Generalist,Meliphagidae,Meliphagidae
Lichenostomus_melanops,50,0,0,0,40,10,0,0,Omnivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_obscurus,30,0,0,0,40,30,0,0,Herbivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_ornatus,40,0,0,0,40,10,0,10,Omnivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_penicillatus,40,0,0,0,50,10,0,0,Omnivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_plumulus,30,0,0,0,30,20,20,0,Herbivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_subfrenatus,40,0,0,0,40,20,0,0,Omnivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_unicolor,30,0,0,0,30,20,20,0,Herbivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_versicolor,50,0,0,0,50,0,0,0,Omnivore,Omnivore,NA,Meliphagidae,Meliphagidae
Lichenostomus_virescens,60,0,0,0,20,20,0,0,Omnivore,Invertivore,Generalist,Meliphagidae,Meliphagidae
Lichmera_alboauricularis,40,0,0,0,60,0,0,0,Omnivore,Nectarivore,Nectarivore glean,Meliphagidae,Meliphagidae
Lichmera_argentauris,0,0,0,0,90,10,0,0,Herbivore,Nectarivore,Nectarivore glean,Meliphagidae,Meliphagidae
Lichmera_deningeri,20,0,0,0,80,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Meliphagidae,Meliphagidae
Lichmera_flavicans,30,0,0,0,70,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Meliphagidae,Meliphagidae
Lichmera_incana,20,0,0,0,60,20,0,0,Herbivore,Nectarivore,Nectarivore glean,Meliphagidae,Meliphagidae
Lichmera_indistincta,30,0,0,0,70,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Meliphagidae,Meliphagidae
Lichmera_limbata,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Meliphagidae,Meliphagidae
Lichmera_lombokia,20,0,0,0,80,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Meliphagidae,Meliphagidae
Lichmera_monticola,20,0,0,0,80,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Meliphagidae,Meliphagidae
Lichmera_notabilis,20,0,0,0,80,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Meliphagidae,Meliphagidae
Lichmera_squamata,40,0,0,0,60,0,0,0,Omnivore,Nectarivore,Nectarivore glean,Meliphagidae,Meliphagidae
Limicola_falcinellus,0,90,0,0,0,0,0,10,Carnivore,Aquatic predator,Aquatic ground,Scolopacidae,Scolopacidae
Limnoctites_rectirostris,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Furnariidae
Limnodromus_griseus,0,80,0,0,0,0,0,20,Carnivore,Aquatic predator,Aquatic ground,Scolopacidae,Scolopacidae
Limnodromus_scolopaceus,0,80,0,0,0,0,0,20,Carnivore,Aquatic predator,Aquatic ground,Scolopacidae,Scolopacidae
Limnodromus_semipalmatus,0,100,0,0,0,0,0,0,Carnivore,Aquatic predator,Aquatic ground,Scolopacidae,Scolopacidae
Limnornis_curvirostris,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Furnariidae
Limnothlypis_swainsonii,90,0,10,0,0,0,0,0,Carnivore,Invertivore,Invertivore ground,Parulidae,Parulidae
Limosa_fedoa,0,100,0,0,0,0,0,0,Carnivore,Aquatic predator,Aquatic ground,Scolopacidae,Scolopacidae
Limosa_haemastica,0,90,0,0,0,0,0,10,Carnivore,Aquatic predator,Aquatic ground,Scolopacidae,Scolopacidae
Limosa_lapponica,20,70,0,0,0,0,10,0,Carnivore,Aquatic predator,Aquatic ground,Scolopacidae,Scolopacidae
Limosa_limosa,0,70,0,0,0,10,20,0,Carnivore,Aquatic predator,Aquatic ground,Scolopacidae,Scolopacidae
Linurgus_olivaceus,10,0,0,0,0,0,80,10,Herbivore,Granivore,Granivore arboreal,Fringillidae,Fringillidae
Liocichla_bugunorum,50,0,0,0,0,40,10,0,,Omnivore,,Timaliidae,Leiothrichidae
Liocichla_omeiensis,60,0,0,0,0,40,0,0,Omnivore,Invertivore,Invertivore glean arboreal,Timaliidae,Leiothrichidae
Liocichla_phoenicea,40,0,0,0,0,30,30,0,Omnivore,Omnivore,NA,Timaliidae,Leiothrichidae
Liocichla_steerii,60,0,0,10,0,20,10,0,Omnivore,Invertivore,Invertivore glean arboreal,Timaliidae,Leiothrichidae
Lioptilus_nigricapillus,40,0,0,0,0,60,0,0,Omnivore,Frugivore,Fugivore glean,Timaliidae,Sylviidae
Liosceles_thoracicus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore ground,Rhinocryptidae,Rhinocryptidae
Lipaugus_fuscocinereus,10,0,0,0,0,90,0,0,Herbivore,Frugivore,Fugivore aerial,Cotingidae,Cotingidae
Lipaugus_lanioides,20,0,0,0,0,80,0,0,Herbivore,Frugivore,Generalist,Cotingidae,Cotingidae
Lipaugus_streptophorus,20,0,0,0,0,80,0,0,Herbivore,Frugivore,Fugivore aerial,Cotingidae,Cotingidae
Lipaugus_unirufus,40,0,0,0,0,60,0,0,Omnivore,Frugivore,Fugivore aerial,Cotingidae,Cotingidae
Lipaugus_uropygialis,40,0,0,0,0,60,0,0,Omnivore,Frugivore,Fugivore aerial,Cotingidae,Cotingidae
Lipaugus_vociferans,40,0,0,0,0,60,0,0,Omnivore,Frugivore,Fugivore aerial,Cotingidae,Cotingidae
Lipaugus_weberi,20,0,0,0,0,80,0,0,Herbivore,Frugivore,Fugivore aerial,Cotingidae,Cotingidae
Loboparadisea_sericea,10,0,0,0,0,90,0,0,Herbivore,Frugivore,Fugivore glean,Cnemophilidae,Cnemophilidae
Lochmias_nematura,80,20,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore ground,Furnariidae,Furnariidae
Locustella_certhiola,80,0,0,0,0,0,0,20,Carnivore,Invertivore,Invertivore glean arboreal,Sylviidae,Locustellidae
Locustella_fasciolata,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Sylviidae,Locustellidae
Locustella_fluviatilis,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Sylviidae,Locustellidae
Locustella_lanceolata,80,0,0,0,0,0,20,0,Carnivore,Invertivore,Invertivore glean arboreal,Sylviidae,Locustellidae
Locustella_luscinioides,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Sylviidae,Locustellidae
Locustella_naevia,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Sylviidae,Locustellidae
Locustella_ochotensis,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Sylviidae,Locustellidae
Locustella_pleskei,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Sylviidae,Locustellidae
Locustella_pryeri,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Sylviidae,Locustellidae
Loddigesia_mirabilis,0,0,0,0,100,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Trochilidae,Trochilidae
Lonchura_atricapilla,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_bicolor,10,0,0,0,0,10,60,20,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_caniceps,0,0,0,0,0,0,100,0,Herbivore,Granivore,Generalist,Estrildidae,Estrildidae
Lonchura_cantans,10,0,0,0,0,0,90,0,Herbivore,Granivore,Granivore ground,Estrildidae,Estrildidae
Lonchura_castaneothorax,10,0,0,10,0,0,70,10,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_cucullata,20,0,0,0,10,0,60,10,Herbivore,Granivore,Granivore ground,Estrildidae,Estrildidae
Lonchura_ferruginosa,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_flaviprymna,0,0,0,0,0,0,90,10,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_forbesi,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_fuscans,20,0,0,0,0,0,80,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_grandis,20,0,0,0,0,0,80,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_griseicapilla,20,0,0,0,0,0,80,0,Herbivore,Granivore,Granivore ground,Estrildidae,Estrildidae
Lonchura_hunsteini,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_kelaarti,10,0,0,0,0,0,60,30,Herbivore,Granivore,Generalist,Estrildidae,Estrildidae
Lonchura_leucogastra,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_leucogastroides,0,0,0,0,0,0,100,0,Herbivore,Granivore,Generalist,Estrildidae,Estrildidae
Lonchura_leucosticta,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_maja,0,0,0,0,0,0,90,10,Herbivore,Granivore,Granivore ground,Estrildidae,Estrildidae
Lonchura_malabarica,20,0,0,0,10,0,70,0,Herbivore,Granivore,Granivore ground,Estrildidae,Estrildidae
Lonchura_malacca,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_melaena,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_molucca,10,0,0,0,0,0,90,0,Herbivore,Granivore,Generalist,Estrildidae,Estrildidae
Lonchura_montana,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_monticola,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_nana,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore ground,Estrildidae,Estrildidae
Lonchura_nevermanni,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_nigerrima,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_nigriceps,10,0,0,0,0,10,60,20,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_pallida,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_punctulata,10,0,0,0,0,20,60,10,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_quinticolor,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_spectabilis,0,0,0,0,0,0,80,20,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_striata,0,0,0,0,0,0,90,10,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_stygia,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_teerinki,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_tristissima,20,0,0,0,0,0,80,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lonchura_vana,0,0,0,0,0,0,100,0,Herbivore,Granivore,Granivore arboreal,Estrildidae,Estrildidae
Lophaetus_occipitalis,10,10,80,0,0,0,0,0,Carnivore,Vertivore,Vertivore perch,Accipitridae,Accipitridae
Lophodytes_cucullatus,0,80,0,0,0,0,0,20,Carnivore,Aquatic predator,Aquatic dive,Anatidae,Anatidae
Lophoictinia_isura,20,0,80,0,0,0,0,0,Carnivore,Vertivore,Vertivore air to surface,Accipitridae,Accipitridae
Lopholaimus_antarcticus,0,0,0,0,0,100,0,0,Herbivore,Frugivore,Fugivore glean,Columbidae,Columbidae
Lophonetta_specularioides,0,90,0,0,0,0,0,10,Carnivore,Aquatic predator,Aquatic ground,Anatidae,Anatidae
Lophophorus_impejanus,30,0,0,0,0,10,20,40,Herbivore,Omnivore,NA,Phasianidae,Phasianidae
Lophophorus_lhuysii,10,0,0,0,0,0,0,90,Herbivore,Herbivore terrestrial,Herbivore ground,Phasianidae,Phasianidae
Lophophorus_sclateri,0,0,0,0,0,0,50,50,Herbivore,Omnivore,NA,Phasianidae,Phasianidae
Lophorina_superba,50,0,0,0,0,50,0,0,Omnivore,Omnivore,NA,Paradisaeidae,Paradisaeidae
Lophornis_adorabilis,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Lophornis_brachylophus,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Lophornis_chalybeus,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Lophornis_delattrei,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Lophornis_gouldii,0,0,0,0,100,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Lophornis_helenae,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Lophornis_magnificus,50,0,0,0,50,0,0,0,Omnivore,Omnivore,NA,Trochilidae,Trochilidae
Lophornis_ornatus,50,0,0,0,50,0,0,0,Omnivore,Omnivore,NA,Trochilidae,Trochilidae
Lophornis_pavoninus,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Lophornis_stictolophus,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Lophospingus_griseocristatus,50,0,0,0,0,0,50,0,Omnivore,Omnivore,NA,Emberizidae,Thraupidae
Lophospingus_pusillus,50,0,0,0,0,0,50,0,Omnivore,Omnivore,NA,Emberizidae,Thraupidae
Lophostrix_cristata,90,0,10,0,0,0,0,0,Carnivore,Invertivore,Generalist,Strigidae,Strigidae
Lophotibis_cristata,80,0,20,0,0,0,0,0,Carnivore,Invertivore,Invertivore ground,Threskiornithidae,Threskiornithidae
Lophotriccus_eulophotes,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Tyrannidae
Lophotriccus_galeatus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Tyrannidae
Lophotriccus_pileatus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Tyrannidae
Lophotriccus_vitiosus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Tyrannidae
Lophotriorchis_kienerii,0,0,100,0,0,0,0,0,Carnivore,Vertivore,Vertivore air to surface,Accipitridae,Accipitridae
Lophozosterops_dohertyi,20,0,0,0,10,60,10,0,Herbivore,Frugivore,Fugivore glean,Zosteropidae,Zosteropidae
Lophozosterops_goodfellowi,20,0,0,0,10,60,10,0,Herbivore,Frugivore,Fugivore glean,Zosteropidae,Zosteropidae
Lophozosterops_javanicus,10,0,0,0,30,60,0,0,Herbivore,Frugivore,Fugivore glean,Zosteropidae,Zosteropidae
Lophozosterops_pinaiae,40,0,0,0,0,30,30,0,Omnivore,Omnivore,NA,Zosteropidae,Zosteropidae
Lophozosterops_squamiceps,20,0,0,0,40,30,0,10,Herbivore,Omnivore,NA,Zosteropidae,Zosteropidae
Lophozosterops_superciliaris,20,0,0,0,10,60,10,0,Herbivore,Frugivore,Fugivore glean,Zosteropidae,Zosteropidae
Lophura_bulweri,70,0,0,0,0,0,30,0,Carnivore,Invertivore,Invertivore ground,Phasianidae,Phasianidae
Lophura_diardi,50,0,0,0,0,50,0,0,Omnivore,Omnivore,NA,Phasianidae,Phasianidae
Lophura_edwardsi,40,0,0,0,0,30,20,10,Omnivore,Omnivore,NA,Phasianidae,Phasianidae
Lophura_erythrophthalma,50,0,0,0,0,50,0,0,Omnivore,Omnivore,NA,Phasianidae,Phasianidae
Lophura_hatinhensis,40,0,0,0,0,30,20,10,,Omnivore,,Phasianidae,Phasianidae
Lophura_hoogerwerfi,40,0,0,0,0,30,20,10,Omnivore,Omnivore,NA,Phasianidae,Phasianidae
Lophura_ignita,20,0,0,0,0,20,30,30,Herbivore,Omnivore,NA,Phasianidae,Phasianidae
Lophura_inornata,40,0,0,0,0,30,20,10,Omnivore,Omnivore,NA,Phasianidae,Phasianidae
Lophura_leucomelanos,30,0,10,0,0,30,30,0,Omnivore,Omnivore,NA,Phasianidae,Phasianidae
Lophura_nycthemera,30,0,0,0,0,30,40,0,Herbivore,Omnivore,NA,Phasianidae,Phasianidae
Lophura_swinhoii,20,0,0,0,0,20,20,40,Herbivore,Omnivore,NA,Phasianidae,Phasianidae
Loriculus_amabilis,0,0,0,0,0,100,0,0,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaculidae
Loriculus_aurantiifrons,0,0,0,0,60,0,10,30,Herbivore,Nectarivore,Nectarivore glean,Psittacidae,Psittaculidae
Loriculus_beryllinus,0,0,0,0,30,20,30,20,Herbivore,Omnivore,NA,Psittacidae,Psittaculidae
Loriculus_catamene,0,0,0,0,20,40,10,30,Herbivore,Omnivore,NA,Psittacidae,Psittaculidae
Loriculus_exilis,0,0,0,0,30,50,0,20,Herbivore,Omnivore,NA,Psittacidae,Psittaculidae
Loriculus_flosculus,0,0,0,0,0,100,0,0,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaculidae
Loriculus_galgulus,0,0,0,0,0,70,0,30,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaculidae
Loriculus_philippensis,0,0,0,0,40,30,0,30,Herbivore,Omnivore,NA,Psittacidae,Psittaculidae
Loriculus_pusillus,0,0,0,0,20,50,0,30,Herbivore,Omnivore,NA,Psittacidae,Psittaculidae
Loriculus_sclateri,0,0,0,0,20,40,10,30,Herbivore,Omnivore,NA,Psittacidae,Psittaculidae
Loriculus_stigmatus,0,0,0,0,40,30,0,30,Herbivore,Omnivore,NA,Psittacidae,Psittaculidae
Loriculus_tener,0,0,0,0,20,40,10,30,Herbivore,Omnivore,NA,Psittacidae,Psittaculidae
Loriculus_vernalis,0,0,0,0,20,60,20,0,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittaculidae
Lorius_albidinucha,0,0,0,0,60,20,0,20,Herbivore,Nectarivore,Nectarivore glean,Psittacidae,Psittaculidae
Lorius_chlorocercus,10,0,0,0,40,30,20,0,Herbivore,Omnivore,NA,Psittacidae,Psittaculidae
Lorius_domicella,0,0,0,0,60,40,0,0,Herbivore,Nectarivore,Nectarivore glean,Psittacidae,Psittaculidae
Lorius_garrulus,0,0,0,0,100,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Psittacidae,Psittaculidae
Lorius_hypoinochrous,0,0,0,0,60,20,0,20,Herbivore,Nectarivore,Nectarivore glean,Psittacidae,Psittaculidae
Lorius_lory,20,0,0,0,60,20,0,0,Herbivore,Nectarivore,Nectarivore glean,Psittacidae,Psittaculidae
Loxia_curvirostra,10,0,0,0,0,0,60,30,Herbivore,Granivore,Granivore arboreal,Fringillidae,Fringillidae
Loxia_leucoptera,10,0,0,0,0,10,50,30,Herbivore,Omnivore,NA,Fringillidae,Fringillidae
Loxia_megaplaga,10,0,0,0,0,0,60,30,Herbivore,Granivore,Granivore arboreal,Fringillidae,Fringillidae
Loxia_pytyopsittacus,10,0,0,0,0,0,60,30,Herbivore,Granivore,Granivore arboreal,Fringillidae,Fringillidae
Loxia_scotica,10,0,0,0,0,0,70,20,Herbivore,Granivore,Granivore arboreal,Fringillidae,Fringillidae
Loxigilla_barbadensis,20,0,0,0,0,10,40,30,Herbivore,Omnivore,NA,Emberizidae,Thraupidae
Loxigilla_noctis,20,0,0,0,40,20,20,0,Herbivore,Omnivore,NA,Emberizidae,Thraupidae
Loxigilla_portoricensis,20,0,0,0,0,30,30,20,Herbivore,Omnivore,NA,Emberizidae,Thraupidae
Loxigilla_violacea,20,0,0,0,0,30,30,20,Herbivore,Omnivore,NA,Emberizidae,Thraupidae
Loxioides_bailleui,10,0,0,0,0,10,70,10,Herbivore,Granivore,Granivore arboreal,Fringillidae,Fringillidae
Loxipasser_anoxanthus,20,0,0,0,0,40,40,0,Herbivore,Omnivore,NA,Emberizidae,Thraupidae
Loxops_caeruleirostris,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Fringillidae,Fringillidae
Loxops_coccineus,90,0,0,0,0,10,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Fringillidae,Fringillidae
Lugensa_brevirostris,0,100,0,0,0,0,0,0,Carnivore,Aquatic predator,Aquatic surface,Procellariidae,Procellariidae
Lullula_arborea,40,0,0,0,0,0,40,20,Omnivore,Omnivore,NA,Alaudidae,Alaudidae
Lurocalis_rufiventris,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore aerial,Caprimulgidae,Caprimulgidae
Lurocalis_semitorquatus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore aerial,Caprimulgidae,Caprimulgidae
Luscinia_brunnea,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore ground,Muscicapidae,Muscicapidae
